,planet_label,r_x,r_y,r_z
58,0.0,-0.09782937655122176,0.29771898292089943,0.03330243713437821
59,0.0,-0.11724833374993784,0.2925227601078966,0.03465913985061854
60,0.0,-0.13650808712277715,0.2862463731480279,0.03591297175843247
61,0.0,-0.15556044573009706,0.278882777176066,0.037058936580423925
62,0.0,-0.17435491740160894,0.27042585421956816,0.03809190268740633
63,0.0,-0.1928385125021946,0.260870698320862,0.03900660839674873
64,0.0,-0.2109555640754112,0.2502139412239228,0.03979767208787015
65,0.0,-0.22864756931018254,0.23845412041139696,0.04045960773442152
66,0.0,-0.24585305810464764,0.22559209094186702,0.04098684650130299
67,0.0,-0.26250749538800505,0.21163148203125723,0.04137376509465291
68,0.0,-0.27854322478747867,0.1965791986137337,0.04161472158001463
69,0.0,-0.29388946216587286,0.18044596717388903,0.04170409939285756
70,0.0,-0.3084723484682486,0.16324692393094686,0.04163636025042277
71,0.0,-0.3222150721549482,0.14500224194712874,0.04140610662752034
72,0.0,-0.33503807220036613,0.1257377919013935,0.04100815437370057
73,0.0,-0.3468593331261169,0.10548582910086043,0.040437615916865996
74,0.0,-0.35759478372276154,0.0842856967935077,0.039689994310405444
75,0.0,-0.36715881089156743,0.062184533014632004,0.03876128812915678
76,0.0,-0.37546489929106136,0.039237965089081145,0.037648106896832456
77,0.0,-0.3824264060796936,0.01551077259649522,0.03634779632884856
78,0.0,-0.38795747788278334,-0.008922503798785869,0.034858572197781115
79,0.0,-0.3919741140656472,-0.03397703359042417,0.033179661076389935
80,0.0,-0.3943953763739707,-0.05955727675036421,0.03131144559363627
81,0.0,-0.3951447399532617,-0.08555670467596596,0.029255611168038535
82,0.0,-0.39415157468315487,-0.11185769503923584,0.027015290484308778
83,0.0,-0.391352738735356,-0.13833163439374002,0.024595201287197083
84,0.0,-0.38669425845472305,-0.16483926148799272,0.022001772424217914
85,0.0,-0.3801330603478539,-0.19123128151032603,0.019243252528755965
86,0.0,-0.37163871253564906,-0.21734927666526543,0.016329795356229047
87,0.0,-0.36119512499428746,-0.24302693135700715,0.013273515631381044
88,0.0,-0.348802150882733,-0.2680915807634254,0.010088509395912493
89,0.0,-0.33447702591501927,-0.29236607982861146,0.006790833316431842
90,0.0,-0.31825557978621455,-0.31567097599635735,0.0033984382621350326
91,0.0,-0.3001931537659327,-0.337826953894418,-6.894629380981704e-05
92,0.0,-0.28036516228020464,-0.3586575044331205,-0.0035899788684280454
93,0.0,-0.25886724396227456,-0.37799175537802987,-0.007141923416530582
94,0.0,-0.23581495934354046,-0.3956673865158202,-0.010700915278044114
95,0.0,-0.21134300782429422,-0.41153354123291197,-0.014242270929098577
96,0.0,-0.18560395519561926,-0.4254536387908908,-0.017740834516012507
97,0.0,-0.15876648381254105,-0.4373079887549344,-0.02117135200960181
98,0.0,-0.13101319927963445,-0.4469961115547396,-0.024508862027263503
99,0.0,-0.10253804873842456,-0.4544386772736946,-0.027729091086239492
100,1.0,-0.5364394504937712,-0.49188302150412944,0.024205484212108358
101,1.0,-0.5042310914886179,-0.5249372994174841,0.021893263642690237
102,1.0,-0.4699803574573326,-0.5558616649072559,0.01949241530269906
103,1.0,-0.4338282225138945,-0.5845293266262763,0.017012814203624885
104,1.0,-0.39592358087745705,-0.610822989517439,0.014464662073873844
105,1.0,-0.35642259289109146,-0.6346353574136561,0.011858442722955519
106,1.0,-0.3154879983630648,-0.6558695881084462,0.009204876172244116
107,1.0,-0.273288400964305,-0.6744396986883305,0.006514871798079574
108,1.0,-0.22999752757209962,-0.6902709192488267,0.0037994807374615823
109,1.0,-0.1857934665731556,-0.7032999934579341,0.001069847808998066
110,1.0,-0.14085788922811088,-0.7134754247807152,-0.0016628367978964208
111,1.0,-0.09537525825409054,-0.7207576675321145,-0.004387385814263104
112,1.0,-0.049532027802091344,-0.7251192622786513,-0.00709266291571903
113,1.0,-0.0035158389924607528,-0.726544915459355,-0.009767630237410958
114,1.0,0.042485284874443634,-0.7250315234386673,-0.012401395145142564
115,1.0,0.08828373939271003,-0.7205881415356626,-0.014983256037030563
116,1.0,0.13369313247747328,-0.7132358988916463,-0.017502746960564673
117,1.0,0.17852906634461957,-0.7030078603391879,-0.019949680841805376
118,1.0,0.22260990440318904,-0.6899488367173855,-0.022314191136474044
119,1.0,0.26575751960072935,-0.6741151453385177,-0.024586771726687964
120,1.0,0.3077980209616385,-0.65557432254844,-0.02675831490187686
121,1.0,0.34856245527442764,-0.6344047905357678,-0.028820147277794247
122,1.0,0.387887481112747,-0.6106954807320829,-0.030764063523315767
123,1.0,0.4256160126138394,-0.5845454163065491,-0.032582357780709226
124,1.0,0.46159783068371757,-0.5560632563932371,-0.034267852681086945
125,1.0,0.4956901595478247,-0.5253668047983402,-0.03581392587264112
126,1.0,0.5277582068163296,-0.4925824860178691,-0.037214533994855664
127,1.0,0.5576756654818247,-0.45784479145518264,-0.03846423404704236
128,1.0,0.585325176511526,-0.42129569876305045,-0.0395582021141323
129,1.0,0.610598750933804,-0.38308406724822935,-0.040492249426555
130,1.0,0.6333981505480175,-0.34336501226943184,-0.04126283574416289
131,1.0,0.6536352266053542,-0.3022992615338648,-0.04186708006642791
132,1.0,0.6712322160152694,-0.26005249615521375,-0.04230276868249567
133,1.0,0.6861219948259428,-0.216794679279047,-0.04256836058508613
134,1.0,0.6982482889070557,-0.17269937501227173,-0.04266299028165896
135,1.0,0.7075658419284805,-0.12794306031362998,-0.04258646804470671
136,1.0,0.714040540878928,-0.08270443241434408,-0.04233927765051494
137,1.0,0.7176494995040199,-0.03716371424409586,-0.0419225716622542
138,1.0,0.7183811001639774,0.008498039760571764,-0.04133816431888921
139,1.0,0.7162349947174743,0.054099635188603425,-0.04058852209615185
140,1.0,0.7112220651308725,0.09946042435143292,-0.03967675200978982
141,1.0,0.7033643445918812,0.14440098606807192,-0.03860658773454348
142,1.0,0.6926948999746539,0.18874379655866247,-0.037382373614895215
143,1.0,0.6792576765606042,0.23231388955987037,-0.036009046645664074
144,1.0,0.6631073059670705,0.2749395038635733,-0.03449211650207097
145,1.0,0.6443088782757146,0.3164527165625181,-0.032837643700065464
146,1.0,0.622937679385671,0.3566900603623461,-0.03105221596857786
147,1.0,0.5990788946443922,0.3954931233881345,-0.029142922916028567
148,1.0,0.5728272798333699,0.4327091299751887,-0.02711732907397988
149,1.0,0.5442868006079299,0.4681915009881121,-0.024983445401340967
150,1.0,0.5135702415114952,0.501800392259429,-0.0227496993331116
151,1.0,0.4807987857065434,0.5334032097795434,-0.02042490345835389
152,1.0,0.446101566588186,0.562875100304111,-0.018018222912978762
153,1.0,0.4096151924731303,0.5900994160737658,-0.015539141574085872
154,1.0,0.3714832455878265,0.6149681523653474,-0.012997427144054823
155,1.0,0.33185575661581224,0.6373823566144211,-0.010403095214392054
156,1.0,0.29088865610648035,0.6572525078670771,-0.007766372401523627
157,1.0,0.24874320409632367,0.6744988653359963,-0.0050976586493087965
158,1.0,0.2055853993496844,0.689051784852946,-0.0024074887960433937
159,1.0,0.1615853696893752,0.7008520020286187,0.00029350649288015056
160,1.0,0.11691674495840117,0.7098508809525461,0.0029946403216995036
161,1.0,0.07175601423222586,0.7160106272921901,0.005685209581287872
162,1.0,0.026281868986291538,0.7193044646827419,0.008354535272854659
163,1.0,-0.019325465984684882,0.7197167733391389,0.010992003020008384
164,1.0,-0.06488491200157992,0.7172431898707455,0.013587103645892168
165,1.0,-0.11021522429345346,0.7118906673384313,0.0161294736870074
166,1.0,-0.15513568604538286,0.7036774946646371,0.01860893571019473
167,1.0,-0.19946680649074416,0.6926332745906184,0.02101553829413831
168,1.0,-0.24303102072803678,0.6787988594723346,0.02333959553179804
169,1.0,-0.28565338883419006,0.6622262443182424,0.025571725905466997
170,1.0,-0.3271622917409164,0.6429784165991224,0.027702890381812263
171,1.0,-0.36739012124004333,0.6211291625024052,0.029724429570403086
172,1.0,-0.4061739613899811,0.596762829461386,0.03162809978598617
173,1.0,-0.4433562585106762,0.5699740449630705,0.03340610785225339
174,1.0,-0.47878547688072454,0.5408673918267698,0.03505114448318038
175,1.0,-0.512316737190028,0.5095570403482648,0.036556416077317175
176,1.0,-0.5438124347565344,0.476166337920327,0.03791567476078826
177,1.0,-0.5731428344883522,0.4408273569683814,0.03912324651631571
178,1.0,-0.6001866395647981,0.40368040227846474,0.04017405723840393
179,1.0,-0.6248315308235285,0.3648734790415247,0.0410636565589972
180,1.0,-0.6469746738774713,0.32456172319133897,0.04178823929350649
181,1.0,-0.6665231910461259,0.28290679587051865,0.04234466436414265
182,1.0,-0.6833945952721261,0.24007624411752493,0.04273047106602173
183,1.0,-0.6975171833064555,0.1962428301246474,0.04294389255152708
184,1.0,-0.708830385584939,0.1515838316693221,0.042983866419911414
185,1.0,-0.7172850703846203,0.10628031656608934,0.042850042312061465
186,1.0,-0.7228438000411126,0.06051639422062764,0.04254278642466838
187,1.0,-0.7254810372263013,0.014478447587546597,0.04206318287366588
188,1.0,-0.7251832995287877,-0.03164565096319344,0.04141303185360951
189,1.0,-0.7219492608456498,-0.07766733618327548,0.04059484455754407
190,1.0,-0.7157897983816461,-0.12339815503827743,0.03961183484069729
191,1.0,-0.7067279843585293,-0.16865057637258826,0.038467907630872517
192,1.0,-0.6947990218601167,-0.21323880105793658,0.03716764410851162
193,1.0,-0.680050124575158,-0.2569795684602293,0.03571628369985769
194,1.0,-0.6625403405466521,-0.2996929550151263,0.034119702947256136
195,1.0,-0.6423403203895921,-0.3412031606917191,0.03238439134117397
196,1.0,-0.6195320307954963,-0.3813392791469568,0.030517424218761576
197,1.0,-0.5942084144977133,-0.41993604743137886,0.028526432853510426
198,1.0,-0.5664729982225399,-0.4568345711993792,0.026419571879544006
199,1.0,-0.536439450493772,-0.4918830215041285,0.02420548421210842
200,2.0,0.8061149160709966,-0.6195624510348423,3.68177753244698e-05
201,2.0,0.8437581740251485,-0.5671687101801938,3.623990442953988e-05
202,2.0,0.8779415427681518,-0.5124598693241253,3.551372911126386e-05
203,2.0,0.9085214942987097,-0.45566804745964307,3.464236646519168e-05
204,2.0,0.9353705824136846,-0.39703440662071854,3.362957439694583e-05
205,2.0,0.9583780267917952,-0.3368079711405838,3.247973226719098e-05
206,2.0,0.9774502018050086,-0.27524440795211724,3.1197818153122e-05
207,2.0,0.9925110274120035,-0.21260477666882827,2.978938290990382e-05
208,2.0,1.003502260411538,-0.14915425835364332,2.82605212423904e-05
209,2.0,1.0103836852632255,-0.08516087194056632,2.6617840021362832e-05
210,2.0,1.0131332046043604,-0.02089418722255576,2.4868424099140144e-05
211,2.0,1.0117468304899406,0.04337595683920964,2.301979989647799e-05
212,2.0,1.0062385782454224,0.10738071998893267,2.107989704601074e-05
213,2.0,0.9966402656356737,0.17085350659066584,1.9057008387003085e-05
214,2.0,0.9830012208080205,0.23353118188107658,1.6959748611844835e-05
215,2.0,0.9653879031526812,0.2951552513733493,1.4797011866588659e-05
216,2.0,0.9438834418322893,0.3554729968053145,1.2577928606019334e-05
217,2.0,0.9185870972576597,0.41423856265848025,1.0311821998439195e-05
218,2.0,0.889613651225001,0.4712139879492371,8.008164166796133e-06
219,2.0,0.8570927317780948,0.5261701786968156,5.676532541261622e-06
220,2.0,0.8211680791168039,0.5788878171923213,3.3265665842148765e-06
221,2.0,0.7819967590416753,0.6291582049173806,9.679251321685102e-07
222,2.0,0.7397483305060217,0.6767840366783214,-1.3897554191369762e-06
223,2.0,0.6946039738456709,0.7215801042217779,-3.736901880042564e-06
224,2.0,0.646755586177894,0.7633739282705965,-6.064043797151535e-06
225,2.0,0.5964048503111955,0.8020063185564017,-8.361851584446335e-06
226,2.0,0.5437622832938678,0.8373318620198474,-1.0621173113326258e-05
227,2.0,0.4890462704592915,0.8692193398953902,-1.2833068641436113e-05
228,2.0,0.4324820905082469,0.8975520748895742,-1.4988843981671262e-05
229,2.0,0.3743009368114548,0.9222282100967932,-1.70800818335872e-05
230,2.0,0.31473893972780903,0.9431609216720904,-1.9098671219342466e-05
231,2.0,0.254036194323756,0.9602785675955725,-2.1036834985027853e-05
232,2.0,0.19243579745528616,0.9735247751176002,-2.288715534558555e-05
233,2.0,0.13018289774378672,0.982858469668986,-2.4642597467341716e-05
234,2.0,0.06752376154798967,0.9882538481580004,-2.629653109634242e-05
235,2.0,0.004704857613158642,0.9897002996587219,-2.7842750253110826e-05
236,2.0,-0.05802803732837991,0.9872022765266197,-2.9275491025082878e-05
237,2.0,-0.12043071011877354,0.9807791189611355,-3.058944749680993e-05
238,2.0,-0.18226135837495533,0.9704648359758857,-3.177978586505173e-05
239,2.0,-0.2432814121394587,0.9563078456396498,-3.2842156791159064e-05
240,2.0,-0.30325632909695754,0.9383706773205406,-3.3772706046723495e-05
241,2.0,-0.3619563627410503,0.9167296385067881,-3.4568083510435964e-05
242,2.0,-0.4191573031090506,0.891474448595603,-3.52254505745446e-05
243,2.0,-0.4746411898983644,0.8627078418418128,-3.5742486018351776e-05
244,2.0,-0.5281969979357767,0.8305451414454745,-3.6117390403969e-05
245,2.0,-0.5796212950904815,0.7951138065374873,-3.634888904619224e-05
246,2.0,-0.6287188728033474,0.7565529535991584,-3.6436233604016334e-05
247,2.0,-0.67530334944954,0.7150128536303898,-3.6379202336126395e-05
248,2.0,-0.7191977467605725,0.6706544061659867,-3.617809905684038e-05
249,2.0,-0.7602350395067105,0.6236485910348316,-3.583375082259114e-05
250,2.0,-0.7982586785835561,0.5741758985660639,-3.534750437228405e-05
251,2.0,-0.8331230875599085,0.5224257387737263,-3.472122133791012e-05
252,2.0,-0.864694132630303,0.4685958298998387,-3.3957272234790985e-05
253,2.0,-0.8928495657780088,0.412891566568604,-3.3058529233939626e-05
254,2.0,-0.9174794407958858,0.35552536770418275,-3.20283577123929e-05
255,2.0,-0.9384865016368367,0.2967160042936233,-3.087060657116158e-05
256,2.0,-0.955786542376409,0.23668790703714332,-2.9589597304797024e-05
257,2.0,-0.9693087378712472,0.17567045392178687,-2.8190111801634522e-05
258,2.0,-0.978995943992724,0.11389723778293404,-2.6677378849679166e-05
259,2.0,-0.984804966109494,0.05160531398209145,-2.5057059319980105e-05
260,2.0,-0.986706794290342,-0.010965571570525634,-2.3335229997316598e-05
261,2.0,-0.9846868035041542,-0.0735737736837831,-2.1518366027207858e-05
262,2.0,-0.9787449169118219,-0.1359765579068531,-1.9613321948758133e-05
263,2.0,-0.9688957301801429,-0.1979309285598005,-1.762731128475169e-05
264,2.0,-0.9551685946051139,-0.259194473788843,-1.556788466378945e-05
265,2.0,-0.9376076567161952,-0.3195262263893952,-1.3442906454173197e-05
266,2.0,-0.9162718519487858,-0.37868753883885714,-1.126052989572779e-05
267,2.0,-0.891234849923891,-0.43644297065419846,-9.029170723829987e-06
268,2.0,-0.8625849488659735,-0.4925611858405739,-6.757479289573632e-06
269,2.0,-0.8304249167263102,-0.5468158578309075,-4.454311191217884e-06
270,2.0,-0.7948717766632947,-0.5989865789377948,-2.1286964447753382e-06
271,2.0,-0.7560565346661656,-0.648859770953766,2.1019276428428514e-07
272,2.0,-0.7141238472969317,-0.6962295931503624,2.5530756908349143e-06
273,2.0,-0.6692316277685733,-0.7408988435472839,4.890597927478511e-06
274,2.0,-0.6215505888768251,-0.7826798489573319,7.213367498095972e-06
275,2.0,-0.5712637216579171,-0.821395338968656,9.511992037917047e-06
276,2.0,-0.518565709054581,-0.856879298710672,1.177711693173508e-05
277,2.0,-0.46366227433533763,-0.8889777949719435,1.3999464262951457e-05
278,2.0,-0.406769464524267,-0.9175497700052342,1.616987240727546e-05
279,2.0,-0.34811286965582827,-0.9424677971745177,1.827933608645381e-05
280,2.0,-0.2879267792661389,-0.9636187924783653,2.0319046679700768e-05
281,2.0,-0.2264532781618092,-0.9809046759305331,2.2280432573897055e-05
282,2.0,-0.16394128416197234,-0.9942429767978251,2.4155199318484083e-05
283,2.0,-0.10064553117973807,-1.0035673767924254,2.5935369337653365e-05
284,2.0,-0.03682550168600568,-1.008828185494847,2.7613320941270238e-05
285,2.0,0.027255686729204198,-1.0099927425470963,2.9181826367302817e-05
286,2.0,0.0913324353262307,-1.0070457415047118,3.063408858265536e-05
287,2.0,0.1551378527152344,-0.999989470670715,3.196377656649707e-05
288,2.0,0.21840497129479253,-0.988843966752019,3.3165058800657294e-05
289,2.0,0.2808679844996167,-0.9736470777757618,3.423263469559757e-05
290,2.0,0.3422634972503189,-0.9544544323737593,3.516176368798555e-05
291,2.0,0.4023317815939682,-0.9313393132805529,3.5948291757034834e-05
292,2.0,0.4608180292025137,-0.9043924336854104,3.658867512151994e-05
293,2.0,0.5174735921655724,-0.8737216159207687,3.7080000897636434e-05
294,2.0,0.5720572033817257,-0.8394513728471271,3.7420004519492254e-05
295,2.0,0.624336167823609,-0.8017223931945319,3.7607083748749696e-05
296,2.0,0.6740875160304753,-0.7606909330297082,3.764030912748973e-05
297,2.0,0.7210991113688751,-0.7165281164213713,3.751943075837087e-05
298,2.0,0.7651707028972732,-0.669419149259685,3.724488132818213e-05
299,2.0,0.8061149160709968,-0.6195624510348421,3.6817775324469784e-05
300,3.0,1.664639796537151,-0.04957654853450061,-0.0418742220242551
301,3.0,1.6641414968689943,0.05609981952738574,-0.039647445500563164
302,3.0,1.6562584773715718,0.16143971204777124,-0.03724656551413541
303,3.0,1.6410459035060871,0.26588996246762536,-0.034684527481405186
304,3.0,1.618606142102773,0.3689056817413459,-0.03197526125261435
305,3.0,1.589087432402098,0.4699549266455646,-0.02913355068208657
306,3.0,1.5526820107285446,0.5685231361571863,-0.026174894655893833
307,3.0,1.509623733189044,0.6641172636241626,-0.023115362180524325
308,3.0,1.4601852513352005,0.756269541537459,-0.019971444204505383
309,3.0,1.4046748042755304,0.8445408263878732,-0.016759904830894713
310,3.0,1.343432697035831,0.9285234828954594,-0.013497634486023362
311,3.0,1.2768275389193067,1.0078437793431552,-0.010201507446084779
312,3.0,1.2052523172019634,1.0821637783403588,-0.006888245898095665
313,3.0,1.1291203808070127,1.1511827196229583,-0.0035742924374291968
314,3.0,1.048861405820696,1.214637903048031,-0.0002756925938143494
315,3.0,0.9649174101018456,1.2723050904137956,0.0029920113548531947
316,3.0,0.8777388781140234,1.3239984538553813,0.006213874362877278
317,3.0,0.7877810498205298,1.3695701061448464,0.009375629810889694
318,3.0,0.6955004193894536,1.4089092541532766,0.012463757656115302
319,3.0,0.6013514809117321,1.4419410209867545,0.015465539579891958
320,3.0,0.5057837496701101,1.4686249849299957,0.018369101441073114
321,3.0,0.4092390790051982,1.4889534844244172,0.02116344357515525
322,3.0,0.3121492847558923,1.5029497380207304,0.02383845967090362
323,3.0,0.21493408180458706,1.5106658267619693,0.026384945107825908
324,3.0,0.11799933058062659,1.5121805839730864,0.02879459574967009
325,3.0,0.02173558556575711,1.5075974341672738,0.031059998263198815
326,3.0,-0.07348306704604013,1.4970422189335637,0.03317461307089436
327,3.0,-0.1672998993451839,1.4806610434402458,0.035132751054826376
328,3.0,-0.25937617923001294,1.4586181727516405,0.036929545110987096
329,3.0,-0.3493915775355579,1.431094002667192,0.038560917613499376
330,3.0,-0.4370443682747188,1.3982831253825068,0.0400235447907506
331,3.0,-0.5220514462346992,1.3603925060473037,0.04131481894502066
332,3.0,-0.604148186308186,1.3176397823359214,0.04243280936755331
333,3.0,-0.6830881685728616,1.2702516955093692,0.043376222715833426
334,3.0,-0.7586427923593938,1.218462658170121,0.04414436353217103
335,3.0,-0.830600801457182,1.1625134610100543,0.044737095495143445
336,3.0,-0.8987677412818023,1.102650118330565,0.04515480391009725
337,3.0,-0.9629653673422564,1.0391228499622192,0.04539835986337223
338,3.0,-1.0230310227642931,0.9721851954097718,0.0454690863883528
339,3.0,-1.078817001002406,0.902093254570586,0.04536872692065338
340,3.0,-1.130189908252234,0.8291050481891458,0.04509941625514256
341,3.0,-1.1770300384918386,0.7534799902836171,0.044663654159251234
342,3.0,-1.2192307725611322,0.6754784640771501,0.04406428174500502
343,3.0,-1.256698011251819,0.5953614924521506,0.043304460656191264
344,3.0,-1.2893496510371334,0.513390493586507,0.04238765508659524
345,3.0,-1.3171151098266358,0.42982711219529257,0.04131761660978923
346,3.0,-1.339934908986641,0.3449331166609995,0.040098371769933555
347,3.0,-1.357760316817348,0.2589703522640035,0.038734212355808435
348,3.0,-1.3705530577157699,0.17220074070008848,0.037229688256176056
349,3.0,-1.378285090368613,0.08488631607433786,0.03558960277291527
350,3.0,-1.3809384574985875,-0.0027107124254667214,0.03381901024852973
351,3.0,-1.3785052089167849,-0.09032788095986599,0.0319232158459916
352,3.0,-1.3709873988969765,-0.17770238435410735,0.029907777300871286
353,3.0,-1.3583971581684946,-0.2645709920933926,0.027778508447798077
354,3.0,-1.3407568401056564,-0.3506699768207712,0.025541484305031885
355,3.0,-1.3180992399564695,-0.43573506520825805,0.023203047481909107
356,3.0,-1.2904678851846378,-0.5195014211305353,0.020769815653837224
357,3.0,-1.257917394180559,-0.6017036711333013,0.018248689828123606
358,3.0,-1.2205138997138003,-0.6820759822433736,0.015646863101105076
359,3.0,-1.178335532537789,-0.7603522022001598,0.012971829582770697
360,3.0,-1.1314729595055315,-0.8362660721793024,0.01023139313944986
361,3.0,-1.0800299694040352,-0.9095515220071906,0.007433675578410862
362,3.0,-1.0241240984590991,-0.9799430577040821,0.004587123870776526
363,3.0,-0.9638872860997069,-1.0471762509148583,0.0017005159815821139
364,3.0,-0.8994665501058258,-1.110988339358426,-0.0012170351511772426
365,3.0,-0.8310246687043668,-1.1711189468152152,-0.004156079972093205
366,3.0,-0.7587408555415751,-1.2273109303413383,-0.007106833504799043
367,3.0,-0.6828114117704358,-1.2793113613112579,-0.010059179914325464
368,3.0,-0.6034503377814618,-1.3268726455122983,-0.013002680973413436
369,3.0,-0.5208898854172472,-1.3697537858101783,-0.015926588976537433
370,3.0,-0.435381029897734,-1.4077217888453806,-0.01881986464181413
371,3.0,-0.34719383920762525,-1.4405532147822329,-0.021671200526079577
372,3.0,-0.25661771743286954,-1.468035866301897,-0.02446905045011652
373,3.0,-0.16396149756270836,-1.4899706098046297,-0.02720166538721963
374,3.0,-0.06955335868844675,-1.5061733181783605,-0.029857136207028873
375,3.0,0.026259457573199585,-1.5164769205302882,-0.032423443586102586
376,3.0,0.12311115612559687,-1.5207335400173925,-0.034888515295669095
377,3.0,0.22061814644065297,-1.518816696425342,-0.03724029095453908
378,3.0,0.3183800712120916,-1.510623545533384,-0.039466794191114526
379,3.0,0.4159811244298331,-1.4960771226917362,-0.04155621199346652
380,3.0,0.5129916739917881,-1.475128553579743,-0.04349698084226447
381,3.0,0.6089701993195136,-1.4477591909833263,-0.04527787902072946
382,3.0,0.7034655488426858,-1.4139826328243892,-0.046888124282810174
383,3.0,0.7960195157024559,-1.3738465738022227,-0.04831747584076473
384,3.0,0.8861697226802066,-1.3274344410822478,-0.049556339412852674
385,3.0,0.9734527993211594,-1.2748667637011217,-0.05059587385862513
386,3.0,1.0574078256797808,-1.2163022259428513,-0.05142809773201721
387,3.0,1.137580008305741,-1.1519383570422173,-0.05204599391041535
388,3.0,1.2135245453029135,-1.0820118133095828,-0.052443610320664656
389,3.0,1.2848106288565089,-1.0067982142082816,-0.05261615468994402
390,3.0,1.3510255258893111,-0.9266115010462324,-0.05256008120913648
391,3.0,1.4117786708435964,-0.8418027956825416,-0.05227316701597462
392,3.0,1.46670569934964,-0.7527587468290355,-0.051754576490119754
393,3.0,1.5154723480662384,-0.6598993628919713,-0.05100491150524728
394,3.0,1.5577781445448289,-0.5636753425166698,-0.05002624600406713
395,3.0,1.5933598117875112,-0.4645649266635537,-0.048822143547714955
396,3.0,1.621994315362529,-0.3630703087006574,-0.04739765683451501
397,3.0,1.6435014865267716,-0.25971365115622796,-0.04575930857494018
398,3.0,1.6577461626904393,-0.15503276893956186,-0.04391505353699989
